objectid,identifier,negative number,title,date,searchable date,decade,description,bio/historical note,creator,publisher,reference,subject,subject (tcau),building name,people,organizations,campus events,location,resource type,original physical format,exhibits,format,contributing institution,language,collection,ordering and permissions,n/a (transcription) font size significantly decreased for visibility of cells,background unknown,background identifier,background date,background date,background link,cdmid,background identifier,background link,reference_url
"historicboise042","AR 003199","","Cheerleaders","1955; 1956","","1950s","Two pairs of cheerleaders kick in unison. Left to right: Inez Elguezabal, Gil Wash, Anne Donnelley, and Jack Olson.","","Unknown","","","Boise State University;Cheerleading;Women athletes;","","","Walsh, Gib;Donnelley, Anne;Olson, Jack;Elguezabal, Inez","","Athletics;","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","update 8/08 ep","234.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/61","61","234.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/61","https://dcnb.github.io//bsu-demo/items/historicboise042.html"
"historicboise043","AR 003271","","Cheerleading Squad","1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979","","1970s","Cheerleaders and Buster Bronco.","","University Photographic Services;","","","Boise State University;Cheerleading;Women athletes;Acrobatics","","","Buster Bronco (mascot);","","Athletics;","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","235.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/62","62","235.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/62","https://dcnb.github.io//bsu-demo/items/historicboise043.html"
"historicboise044","AR 018044","7501-014-B3","Cheerleading Squad","1973; 1974; 1975; 1976; 1977","","1970s","Cheerleaders form a pyramid in the Gymnasium.","","","","","Boise State University;Cheerleading;Women athletes;Acrobatics","","Gymnasium;Human Performance Center;Kinesiology Building;","","","Athletics;","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08","236.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/63","63","236.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/63","https://dcnb.github.io//bsu-demo/items/historicboise044.html"
"historicboise045","AR 024128","","Cheerleading Squad","1979; 1980; 1981; 1982; 1983","","1980s","Cheerleading Squad poses in front of Bronco Stadium.","","Markus, Russ P.","","","Boise State University;Cheerleading;Women athletes;","","Bronco Stadium (1970- );","","","Athletics;","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08","237.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/64","64","237.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/64","https://dcnb.github.io//bsu-demo/items/historicboise045.html"
"historicboise046","AR 003205","","Cheerleading Squad","1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989","","1980s","Cheerleading team pose on the north side of the Bob Gibb Friendship bridge, with the Education Building in the background.","","University Photographic Services;","","","Boise State University;Cheerleading;Women athletes;Footbridge;","","Bob Gibb Friendship Bridge;Education Building;","","","Athletics;","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","update 8/08 ep. Has to be after 1978, Ed Bldg AV 1/09","238.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/65","65","238.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/65","https://dcnb.github.io//bsu-demo/items/historicboise046.html"
"historicboise047","AR 025803","","Cheerleading Squad","1970","","1970s","Cheerleaders forms a pyramid outside the Student Union Building (not shown). From Left to Right: Karen Low, Jeff Hartung, Liz Tester, Sandy Hight, Christy Homstad, Pat Large, and Yell Queen Penny Walters","","Carr, Franklin","","Reference: Arbiter, September 17, 1970","Boise State University;Cheerleading;Women athletes;","","","Low, Karen;Hartung, Jeff;Tester, Liz;Hight, Sandy;Large, Pat;Walters, Penny;Homstad, Christy;","","Athletics;","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08","239.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/66","66","239.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/66","https://dcnb.github.io//bsu-demo/items/historicboise047.html"
"historicboise048","AR 025844","9111-006-D1","Dorm life","1991","","1990s","Residents playing the board game Trivial Pursuit by the fireplace inside Morrison Hall.","","","","","Boise State University;Board games; Dormitories; Fireplaces","","Morrison Hall;","","","","Boise (Idaho)","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","1010.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/67","67","1010.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/67","https://dcnb.github.io//bsu-demo/items/historicboise048.html"
"historicboise049","AR 001770","9203-036-B4","Webb Hangar","1971-06","","1970s","Webb Hangar (of the old Boise Municipal Airport) and the construction of the Student Union Building in the background.","","","","","Boise State University;","","Webb Hangar;Student Union (1967- );Boise Municipal Airport","","","","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","","24.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/68","68","24.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/68","https://dcnb.github.io//bsu-demo/items/historicboise049.html"
"historicboise050","AR 013901","","Cheerleading Squad","1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979","","1970s","Cheerleading team. Photo taken at the Boise Train Depot in 1978. Pictures from left to right starting top row; Allan Fitzgerald, Dewey Burress, Dave Barron. Middle row: Denise Miner, Teresa Waldram and Penne Rivers. Liz Fitzgerald director, Lou Ann Burstead, Aleta Sales, Kathy Williams and Jerrie Sievers. (additional information provided by Aleta Sales Pottenger)","","","","","Boise State University;Cheerleading;Women athletes;","","","","","Athletics;","","Image:StillImage","color photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08","240.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/69","69","240.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/69","https://dcnb.github.io//bsu-demo/items/historicboise050.html"
"historicboise051","AR 003208","","Cheerleading Squad","1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979","","1970s","Cheerleaders in formation on the football field inside Bronco Stadium.","","University Photographic Services;","","","Boise State University;Cheerleading;Women athletes;Acrobatics","","Bronco Stadium (1970- );","","","Athletics;","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","update 8/08 ep","241.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/70","70","241.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/70","https://dcnb.github.io//bsu-demo/items/historicboise051.html"
"historicboise052","Spec. Coll. G4274.B6A3 1890 .K63","","Bird&#39;s eye view of Boise City, Ada County, the capital of Idaho","1890","","","Panoramic map of Boise, Idaho, drawn by Augustus Koch.","Download a full resolution copy of this image by clicking &quot;download&quot; above.","Koch, Augustus","","","Boise River (Idaho);Boise (Idaho)--Aerial views;","","","","","","Boise (Idaho);","Image:StillImage","Bird&#39;s-eye view prints","","image/jpeg","Boise State University Library, Special Collections and Archives","Eng","University Archives","","","","242.JPG","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/71","71","242.JPG","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/71","https://dcnb.github.io//bsu-demo/items/historicboise052.html"
"historicboise053","AR 003269","","Cheerleading/Pep Squad","1962; 1963","","1960s","Cheerleaders (top: L to R) Judy Heyliger, Donna Baylou, Shelly Simpson, Bonnie Burt (Bottom: L to R) Jerry Moore, Bill Kenney.","","Unknown","","","Boise State University;Cheerleading;Women athletes;","","","Heyliger, Judy;Baylou, Donna;Simpson, Shelly;Burt, Bonnie;Moore, Jerry;Kenney, Bill;","","Athletics;","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08","243.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/72","72","243.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/72","https://dcnb.github.io//bsu-demo/items/historicboise053.html"
"historicboise054","AR 027397","","Track runners","1986; 1987; 1988","","1980s","Track athletes Wendell Lawrence (left) and Troy Kemp (right) in letterman jackets sitting on a grassy hill in front of Bronco Stadium.","Both Kemp and Green went on to compete in the 1992 Olympics.","","","","Boise State University;Track athletics;","","Bronco Stadium (1970- );","Kemp, Troy;Green, Eugene;","","Athletics;","Boise (Idaho);","Image:StillImage","color photo","","image/jpeg","Boise State University Library, Special Collections and Archives","eng","University Archives","","","ep 8/08","244.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/73","73","244.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/73","https://dcnb.github.io//bsu-demo/items/historicboise054.html"
"historicboise055","AR 027394","8711-010-D3","Football game","1985","","1980s","#25 Jerry Ennis and other football players celebrate on the field.","","","","","Boise State University;Football;","","","Ennis, Jerry","","Athletics;Football games;","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08","245.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/74","74","245.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/74","https://dcnb.github.io//bsu-demo/items/historicboise055.html"
"historicboise056","AR 027393","","Football game","1984","","1980s","Kim Metcalf (89) makes a one-handed catch while opponent tries to tackle him.","","","","","Boise State University;Football;","","Bronco Stadium (1970- );","Metcalf, Kim;","","Athletics;Football games;","Boise (Idaho);","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08","246.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/75","75","246.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/75","https://dcnb.github.io//bsu-demo/items/historicboise056.html"
"historicboise057","AR 027395","8304-023-D4","Track runners (relay)","1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989","","1980s","Female runners hand off the baton in a relay race.","","","","","Boise State University;Track athletics;Relay racing;Women athletes;","","Bronco Stadium (1970- );","","","Athletics;","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08","247.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/76","76","247.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/76","https://dcnb.github.io//bsu-demo/items/historicboise057.html"
"historicboise058","AR 027396","","Runners (relay)","1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989","","1980s","Male Track athlete takes the baton from teammate in a relay competition. A University of Montana runner is in the background.","","","","","Boise State University;Track athletics;Relay racing;Runners (Sports);","","","","","Athletics;","","Image:StillImage","b/w photo","","image/jpeg","Boise State University Library, Special Collections and Archives","","University Archives","","","ep 8/08","248.jpg","3/31/2009","3/31/2009","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/77","77","248.jpg","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/77","https://dcnb.github.io//bsu-demo/items/historicboise058.html"
