objectid,identifier,negative number,title,datenote,date,decade,description,bio/historical note,creator,publisher,reference,subject,subject (tcau),building name,people,organizations,campus events,location,resource type,original physical format,exhibits,format,contributing institution,language,collection,rightsstatement,n/a (transcription) font size significantly decreased for visibility of cells,background unknown,background identifier,background date,background date,background link,cdmid,background identifier,background link
historicboise035,AR 012426,,Vo-Tech Center,1970s,1972; 1973; 1974; 1975; 1976,1970s,Inside the round Vocational Education Center.,The round building dedicated as the Vocational Education Center in 1970 was later called the Vocational Technical Center and the Applied Technology building.,,,,Boise State University; Vocational education;,,Vocational Education Center; Applied Technology; Vo-Tech Center (Round Building),,,,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,229.jpg,3/31/2009,8/7/2011,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/54,54,148.jpg,/archives/image/148.jpg
historicboise036,AR 001728,,Vocational Technical Center,ca. 1970,1968; 1969; 1970; 1971; 1972,1960s;1970s,View of the entrance to the Vocational Technical Center.,The round building dedicated as the Vocational Education Center in 1970 was later called the Vocational Technical Center and the Applied Technology building.,Unknown,,,Boise State University;,,Vocational Education Center;Applied Technology;Vo-Tech Center (Round Building),,,,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,23.jpg,3/31/2009,7/2/2015,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/55,55,149.jpg,/archives/image/149.jpg
historicboise037,AR 024408,,Gymnastics,1990s,1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999,1990s,gymnast (unidentified) competing in the floor exercises.,,,,,Boise State University;Gymnastics;Women athletes;,,,,,Athletics;,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,update 8/08 ep,101.jpg,3/31/2009,11/5/2015,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/56,56,15.jpg,/archives/image/15.jpg
historicboise038,AR 012329,,Machine Shop Vocational Technology,1970s,1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979,1970s,"Equipment, students and instructors inside the machine shop.",,,,,Boise State University;Vocational education;,,Vo-Tech Center (Round Building);Applied Technology,,,,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,ep 8/08,230.jpg,3/31/2009,3/31/2009,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/57,57,150.jpg,/archives/image/150.jpg
historicboise039,AR 012413,,Welding,1960s,1960; 1961; 1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969,1960s,Two students welding together parts of a small trailer.,,,,,Boise State University;Welding;Vocational education;,,,,,,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,ep 8/08,231.jpg,3/31/2009,3/31/2009,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/58,58,151.jpg,/archives/image/151.jpg
historicboise040,AR 012425,,Vocational education,1970s,1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979,1970s,Two students using an automated gas torch to cut a piece of sheet metal inside the Vocational Education Center.,,,,,Boise State University;Vocational education;,,Vocational Education Center;Applied Technology;,,,,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,232.jpg,3/31/2009,3/31/2009,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/59,59,152.jpg,/archives/image/152.jpg
historicboise041,AR 003249,,Cheerleading Squad,1970s,1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979,1970s,Cheerleaders form a pyramid on Bronco Stadium field.,,University Photographic Services;,,,Boise State University;Cheerleading;Women athletes;Acrobatics,,Bronco Stadium (1970- );,,,Athletics;,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,update 8/08 ep,233.jpg,3/31/2009,11/5/2015,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/60,60,153.jpg,/archives/image/153.jpg
historicboise042,AR 003199,,Cheerleaders,1955-1956,1955; 1956,1950s,"Two pairs of cheerleaders kick in unison. Left to right: Inez Elguezabal, Gil Wash, Anne Donnelley, and Jack Olson.",,Unknown,,,Boise State University;Cheerleading;Women athletes;,,,"Walsh, Gib;Donnelley, Anne;Olson, Jack;Elguezabal, Inez",,Athletics;,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,update 8/08 ep,234.jpg,3/31/2009,11/5/2015,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/61,61,154.jpg,/archives/image/154.jpg
historicboise043,AR 003271,,Cheerleading Squad,1970s,1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979,1970s,Cheerleaders and Buster Bronco.,,University Photographic Services;,,,Boise State University;Cheerleading;Women athletes;Acrobatics,,,Buster Bronco (mascot);,,Athletics;,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,235.jpg,3/31/2009,11/5/2015,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/62,62,155.jpg,/archives/image/155.jpg
historicboise044,AR 018044,7501-014-B3,Cheerleading Squad,ca. 1975,1973; 1974; 1975; 1976; 1977,1970s,Cheerleaders form a pyramid in the Gymnasium.,,,,,Boise State University;Cheerleading;Women athletes;Acrobatics,,Gymnasium;Human Performance Center;Kinesiology Building;,,,Athletics;,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,ep 8/08,236.jpg,3/31/2009,11/5/2015,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/63,63,156.jpg,/archives/image/156.jpg
historicboise045,AR 024128,,Cheerleading Squad,ca. 1981,1979; 1980; 1981; 1982; 1983,1980s,Cheerleading Squad poses in front of Bronco Stadium.,,"Markus, Russ P.",,,Boise State University;Cheerleading;Women athletes;,,Bronco Stadium (1970- );,,,Athletics;,,Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,ep 8/08,237.jpg,3/31/2009,11/5/2015,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/64,64,157.jpg,/archives/image/157.jpg
